Version,Title,glottocode,Year,rhotics,transcription_phon,quality_trans,quality_ling_trans,new_symbols_narr,new_symbol_comment,phoneme,phonetic,phonemic,tap_pt,tap_pm,total_rhotics,Obs_REVIEW,r_present_in_ortho,orthography_comments,observations,obs2
N,Afrikaans,afri1274,2020,voiced alveolar trill & voiced uvular trill,ʋ r,"Phonemic transcription
 & Narrow transcription & Orthographic transcription",both,,,r & ʀ,36,37,0,0,37,,1,normal usage of r,The alveolar trill [r] varies with the uvular trill [ʀ]_ the latter found notably in the Boland region of the Western Cape_ but also quite frequently in other areas of SA (Pienaar 2017 provides an overview and mentions relevant literature; see also Ribbens-Klein 2016). \\ As is common in other Germanic languages_ consonants are reduced in a number of instances_ especially at a rapid speech rate. Usage frequency is an important restrictive factor. The most frequently used reductions are the following: /d/-reduction_ /r/-reduction… \\ Here_ /t r s n l n/_ in this order_ are the most frequently used consonants (N > 29),In colloquial speech_ the voiced alveolar trill /r/ tends to be omitted in syllable-final position. This happens mostly in unstressed syllables_ and regularly in the prefix ver-_ as in /fərˈkeːrd/ > [fəkiərt] verkeerd ‘wrong’. In word-final position_ as in /lɛkər/ > [lækə] lekker ‘nice’_ /r/-deletion is quite common across the board_ especially in function words like daar_ maar_ hier_ vir: /daːr/ > [daː] daar ‘there’_ /maːr/ > [maː] 7 maar ‘but’_ /foːr/ > [fuə] voor ‘in front of’_ and /fər/ > [fə] vir ‘for’. This phenomena is widely present in Malayan Afrikaans. Kotzé (1983) mentions similar examples_ but adds to these the loss of /r/_ even in complex codas_ e.g. [fəket] verkeerd ‘wrong’_ [bɔːs] bors ‘breast’_ and [kənəs] kinders ‘children’ – transcriptions are Kotzé’s. \\ Not many evidences to believe it is really a trill…
OO,American English from Central Texas,sout3302,1978,NA,ɹ əʴ,The North Wind and the Sun,unknown,yes,no table but presence of several segment symbols for the rhotic,ɹ,10,NA,0,NA,20,,1,normal usage of r (but double can r can exist),Final and preconsonantal [ɹ]_ though somewhat weak_ is usually (though not always) preserved.,
OO,American English from Eastern Massachusetts,bost1234,1973,NA,ɚ r ɾ ɹ,"The North
Wind and the Sun",unknown,yes,no table but transcription different for the two speaker,r,9,NA,2,NA,11,there are 2 narrative_ hard to find the rhotics so it’s a mean and i put -1 because there are 2 approximants in one text,1,normal usage of r (but double can r can exist),don’t specify what the <r> means,
OO,Basque (Western Low Navarrese dialect),west1508,1978,tap apicoalveolar & approximant uvular,ɾ r,Phonemic & Orthography - casual speech & Orthography- careful speech,phonemic,,,ɾ & ʁ,NA,15,NA,12,27,the count include trill and taps,1,one and two r are possible,he had lived for several years in London_ where he regularly spoke Basque with speakers from the southern Basque provinces ; this had some effect on his speech_ notably the tendency to replace his native voiced uvular approximant with a voiced alveolar trill. \\ The symbols /ʂ/ and /tʂ/ are used here for convenience for what might be more narrowly transcribed as /ɹ̥/ and /tɹ̥/_ that is_ a slightly retracted apico-alveolar fricative and the corresponding affricate. \\ Zuberoa (Soule) in the north-east. This dialect has all the above contrasts except that it lacks /ɾ/ entirely,usual orthography /ɾ r/ as r_ rr \\ Rhotics : All southern dialects of Basque have a contrast between an alveolar tap /ɾ/ and an alveolar trill /r/ in intervocalic position ; elsewhere this contrast is neutralized_ usually in favour of the trill. In most northern dialects this contrast is lost. The north-eastern dialects retain /r/ but lose /ɾ/ entirely_ while the others generally realize both rhotics as uvular [ʁ]_ thereby losing the contrast. The speech of this informant is unusual in two respects : (1) His local dialect retains /ɾ/ while realizing only the second rhotic as a uvular /ʁ/_ thus retaining the contrast; (2) Because of extensive contact with southern Basque speakers in London_ he commonly uses the alveolar trill of those speakers in place of his native uvular. On the tape recording he can be heard to use the trill almost exclusively_ but the uvular in the word aithortu 'to confess' (seventh word from the end).
OO,Breton (Treger dialect),treg1244,1978,NA,r ^{r} ,Broad transcription,phonemic,,,r,NA,24,NA,0,24,small r in the transcription,NA,no orthography given ,r is a light flap or trill; with some speakers it is ɹ; in some parts of Brittany it is ʀ or ʁ_ but not in Treger; when written ^{r} it is not usually heard except in slow_clear forms of speech.,
OO,The dialect of Venice,vene1258,1976,dental rolled,r ɾ ɹ r̪ ɾ̪,Phonemic transcription & Phonetic transcription,both,,,r,23,38,15,0,38,,NA,no orthography given ,p74 rules for the /r/,
OO,Haitian Creole: Surface phonology,plat1258,1972,velar fricative or approximant [ɣ],r,The North Wind and the Sun,unknown,no,,r,7,NA,0,NA,7,,NA,no orthography given ,The variations we ignore are largely subphonemic.,Compare his analysis to Hall 1953
NN,Madurese,nucl1460,2020,tap/trill dental/alveolar,r ɾ r̺ ɹ,Madurese orthography & Broad phonetic transcription,phonetic,,,r,8,NA,22,NA,31,and one approxumant,1,one and two r are possible,all Madurese also speak Indonesian \\ I put not to check to recordings but I might agree with their usage of the phoneme_ the article is good quality → after checking the recrodings I agree that there is a trill (reaslised with two closures)_ nevertheless I do not understand why the authors don’t use two phonemes_ one for tap and one for trill,Word-initially and word-finally_ /r/ is typically realized as a trill [r] as in [rɔwa] ‘that’_ [ɲakar] ‘scratch (done by an animal)’_ [lapar] ‘hungry’. /r/ may also surface as an approximant [ɹ] as in [ɹakət] ‘close’_ [ɹas:a] ‘taste’. Word-medially_ /r/ is often a tap_ for example [bɤɾɤŋ] ‘sick’_ [lɔɾɔs] ‘straight’_ [maɾɛh] ‘finished’. This is because its geminate counterpart (which can only occur word-medially) is realised as a trill [r]_ for example [kh-i rɤ] ‘hard’_ [mərəs] ‘squeeze’_ [parɔn] ‘metallic base’; see Cohn & Ham (1999) and the examples in (4) below. Note that singleton /r/ may also be realized as a trill word-medially_ as in [kerphuj] ‘water buffalo’. Cohn & Ham (1999) describe the geminate trill as longer than the singleton_ but we do not observe a difference in our data_ with the trill in both cases exhibiting from two to four taps.
OO,'The North Wind and the Sun' in the Breton of the Isle of Groix,vann1244,1975,NA,r,"Phonemic transcription & Phonetic transcription
 (between broad and narrow)",both,,,r,26,26,0,0,26,,NA,no orthography given ,we do not know if it is a trill_ no mention at all_ neverheless we can thing that the informants being old_ they might trill since there is trill in Breton,Decided to changed to mismatch on 4 aprl 2021 because no audio and no mention so better to cnsider the trill as possible allophone
OO,Notes on a Westmeath Dialect,done1238,1971,fricative ɹ (or flapped),r,NA,NA,,,r,NA,NA,NA,NA,NA,no narrative,1,normal usage of r (but double can r can exist),The findings and conclusions below are based on my own (dialect) pronunciation and my memory of auditory observation of the speech of the older stratum of the inhabitants_ and especially of those born before 1900.,/r/ is a fricative [ɹ] generally_ but is flapped following /t/ or /d/_ e.g. try_ dry. The lingual roll of Scottish_ and also all types of uvular r_ are unknown in the dialect.
OO,Notes on the phonetics of Latvian,latv1249,1973,NA,r,Careful speech & Rapid speech & Normal orthography,both,,,r,19,19,0,0,19,,1,normal usage of r,might be more complicated than just a trill…,
OO,A phonetic description of the consonant system of Standard Dutch (ABN),utre1235,1982,approximant central & trill alveolar & alveolar uvular,ʋ r,Text & Transcription,unknown,yes,presence of diacritric below the fricative,ʋ & r & r,31,NA,0,NA,31,,1,normal usage of r,The labio-dental approximant /ʋ/ occurs (in our analysis) only pre-vocalically_ e.g. wit /ʋit/ ' white '_ though some workers have regarded sequences such as nieuw /niu/ ' new '_ duw /dyu/ ' push '_ sneeuw /sne:u/ ' snow' as containing post-vocalic /ʋ/_ realized phonetically as [u]. See Gussenhoven and Broeders (1976 :132). In intervocalic position_ e.g. nieuwe ' new' (inflected form) the labio-dental approximant jvf is in free variation with /u/: /niʋə/ or /niuə/. /ʋ/ has a similar place of articulation to /f_ f̬/. In syllable-initial context_ there is an approximation between the upper front teeth and the inner part of the lower lip; the lip moves back with a brushing effect. The articulation is markedly ENDOLABIAL_ as opposed to the EXOLABIAL labio-dental approximant to be heard in_ amongst other languages_ Hindi_ or as a type of ' defective ' /r/ in some English (see Gimson 1980:208). In connected speech there is usually voiced friction; consequently_ it would be possible to regard /ʋ/ as a type of voiced labio-dental fricative with approximant allophones. It is distinguished from /f̬/ by its less energetic articulation and weak friction. The typical realization of /ʋ/ often bears a strong resemblance to English /v/ in that it is a weakly voiced labio-dental fricative. In initial clusters preceding /r/_ /ʋ/ is realized as a fricative_ e.g. wraak [vra:k] ' revenge '; wreker ['vreikor] ' avenger '. Many speakers appear to consider <w> in this context to represent /f̬̬/.,In ABN_ realizations of /r/ include both apico-alveolar and dorso-uvular articulations. Individuals generally confine themselves to one or the other—any variation being attributable to socio-linguistic factors. Elocutionists have traditionally encouraged the alveolar articulation (see_ for instance_ Zwaardemaker and Eijkman_ 1928:203) and newsreaders_ actors and public speakers_ who otherwise have uvular /r/ as their natural articulation_ can be heard attempting to replace this by alveolar trills or taps in formal speech. However_ several commentators have stated that uvular /r/ is not only gaining ground over alveolar /r/ but is also associated with socially prestigious accents. Our own informal observations certainly confirm what has already been noted by_ amongst others_ Trudgill (1974 :219-21) and Chambers and Trudgill (1980 :191). Uvular /r/ is common in educated speech_ not only in the region around The Hague (see Elias_ 1977 :23-31) but also in many other parts of the Netherlands. In central and southern areas (Limburg_ Noord-Brabant_ and portions of Gelderland_ Utrecht and Zuid-Holland) it is typical of speakers from all socio-economic backgrounds. It is interesting that uvular /r/ does NOT appear to have found general acceptance in the capital city_ Amsterdam_ being confined there to a relatively small number of speakers of high social status_ and thus running counter to the general principle suggested by Trudgill (1974:221) that ' diffusion has taken the form of the jumping of uvular-r from one large urban centre to another '.
NN,Sasak_ Meno-Mené dialect,meno1251,2020,Trill/Tap alveo-dental,ɾ,Orthographic transcription & Phonemic transcription & Phonetic transcription,both,,,r,0,10,9,0,10,,1,normal usage of r,The Sasak trill /r/ is sometimes produced as an alveolar tap. The trill variant is more common word-initially and word-finally_ while the tap is common intervocalically_ as illustrated in the words /rapat/ rapat ‘discussion’_ /araʔ/ araq ‘there is’_ and /ɡambar/ gambar ‘picture’ in Figure 6. In utterance-initial and utterance-final positions_ there is a tendency for the trill to be produced with partial devoicing.,Figure 6 → hightlights closures \\ both segments do exists and seems to be in complementary distribution
OO,Transcription_ vowel and consonant systems of Upper Bavarian dialect,nort2634,1979,NA,ʋ ɾ r χ,Narrow phonetic transcription ,phonetic,,,r & ʋ & χ,9,NA,15,NA,24,,1,normal usage of r,The labio-dentals /f/ and /ʋ/ contrast in the same way as /f/ and /v/ in H.G. \\ Since labio-dental articulations were as common as bilabial ones_ I write /ʋ/. \\ /r/ is usually realized as [ɾ]_ but not infrequently as an actual trill_ [r]. Before a consonant there is free variation between [ɾ]_ [r] and the vocoid [ɐ]. Sometimes the pronunciation [ɐ] occurs where H.G. would use a vowel +/r/_ e.g. U.B. [naχɐ] corresponding to H.G. [na^bsu]_ phonemically /naχhɛɐ/. So pronunciations such as [nɔɾd̥] or [nɔrd̥] are in free variation with [nɔɐd̥].,After /r/_ U.B. has [x] or [χ] (H.G. [ç])_ so that H.G. [duɐç] is U.B. [duaχ] - Otherwise_ U.B. has the same system as H.G. with [ç] occurring after front high vowels and [x] or [χ] occurring after back or open vowels.
NN,Jianchuan Bai,jian1239,2020,voiced alveolo-palatal fricative,ɕ,Bai pinyin orthography & narrow phonemic representation,phonemic,,,ɕ,NA,0,NA,0,0,,0,based on the pinyin,phone voiceless bilabial trill,
NN,A’ingae (Cofán),cofa1242,2019,voiced labiodental approximant & voiced alveolar tap,ʋ,A’ingae phonetic transcription & A’ingae orthographic transcription (Borman orthography) & A’ingae orthographic transcription (Community orthography),phonetic,,,ʋ & ɾ,0,NA,0,NA,0,,NA,No r in the narrative so cannot say,The nature of the labiodental approximant_ seen in the oval-encompassed area in Figure 5_ has been a source of some disagreement_ but analysis of video data confirms the place of articulation as labiodental_ and acoustic analyses confirm that the sound is consistently realized as an approximant_ with clear formants and little aperiodic noise. Thus_ our data supports Fischer & Hengeveld’s claim that the sound is indeed the labiodental approximant_ [ʋ]_ which had been erroneously described by Borman (1962: 51) as being the voiced bilabial fricative /β/ with labiodental variants following low unrounded vowels. This misinterpretation was likely due to the fact that aerodynamic constraints can result in voiced fricatives being more sonorous than their voiceless counterparts_ however_ the lack of other voiced fricatives in the phonological inventory are consistent with this sound being an approximant phonologically and not just phonetically.,no tap in the transcription
NN,Central Malagasy,plat1254,2019,voiced alveolar trill/flap r ɾ ʀ ʁ χ r̥ & voice retroflex affricate & voiceless retroflex affricate & voiced prenasalized affricate retroflex & voiceless prenasalized affricate retroflex,r ɾ ʈʂ ʈ̬ʂ̬ ɖʐ,Narrow phonetic transcription & Standard orthography,phonetic,,,r/ɾ & ɖʐ & ʈʂ & ^{n}ʈʂ & ^{n}ɖʐ,18,NA,12,NA,30,did not count the retroflex affricate,1,r for retroflexion as well and then its a retroflex affricate_ r can be use normally ,The phoneme /r/ may occur as a short alveolar trill in most dialects_ including Merina_ but is often reduced to an alveolar tap [ɾ] in fast speech (O’Neill 2015: 37_ citing Albro 2005). Although it has been claimed that realization of /r/ is contextual_ with the trill occurring in initial position and the tap occurring elsewhere (O’Neill 2015_ citing Thomas-Fattier 1982)_ speakers in the current dataset produce either allophone in either context. For example_ Betsileo speaker JR4 produces trills initially and medially in the following: rano [ˈ ranu] ‘water’_ atoraka [aˈ túrəka] ‘to be thrown’. Betsileo/Merina speaker HR2 produces an initial trill in ritsa [ˈ ritsḁ] ‘evaporated’ and a devoiced medial trill in tery [ˈ tér̥ɪ] ‘narrow’_ but a medial tap in orana [ˈ uɾana] ‘rain’. As mentioned above_ speakers whose /r/ is prominently trilled sometimes_ though not always_ produce orthographic sequences dr and tr (and ndr and ntr) as stop–trill combinations rather than as affricates.,Whereas the trill variant is common in Betsileo_ many bilingual speakers in Antananarivo use a more retracted_ fricated variant for /r/; as suggested by Rakotofiringa (1982:544–545)_ this is due to influence from French. Rakotofiringa (1982) indicated that these speakers use a voiced uvular trill [ʀ] for this phoneme; I have observed use of the uvular fricatives [χ] and [ʁ]_ mirroring the French sound. For example_ speaker ALJM uses uvular fricatives in the following: rano [' χanʊ] ‘water’_ ritra [ˈ χiʈʂá] ‘evaporated’_ torana [ˈ túʁana] ‘unconscious’.
NN,Hmu (Xinzhai variety),east2369,2018,voiceless alveopalatal fricative & voiceless aspirated alveopalatal fricative,ɕ ɕʰ,Phonemic transcription,phonemic,,,ɕ & ɕʰ,NA,0,NA,0,0,,NA,no orthography given ,three laterals but no r-lie sound,Perceptually the voiceless unaspirated alveolo-palatal fricative and affricate are often produced with a palatal offglide_ but the situation is not as clear for their aspirated counterparts.
NN,Indonesian Bajau (East Lombok),indo1317,2019,voiced dental/alveolar tap,ɾ r,Orthographic transcription & Phonemic transcription & Phonetic transcription,both,,,ɾ,2,1,39,40,41,one of the r is voiceless,1,normal usage of r,The Bajau rhotic has both tap and trill variants_ with tap occurring in intervocalic position and trill occurring both at the beginning and the end of words; it may be devoiced in either position. These are illustrated in Figure 8. A syllable ending with /ɯɾ/ may be realized as a voiceless syllabic trill [r̥̩]: /pɯrtɯmɯ/ [pr̥̩.tɯ.mɯ ] perteme ‘first’.,<3 They use the tap instead of the trill ! Thanks!
NN,Kalasha (Bumburet variety),kala1372,2020,voiced trill/tap dental/alveolar & voiced fricative retroflex & voiceless fricative retroflex & voiced fricative alveolopalatal/palatal and voiceless fricative alveolopalatal & voiced affricate retroflex,r ʑ ɕ ʐ,Broad phonetic transcription & Orthographic version,phonetic,,,r & ʐ & ʂ & ʑ & ɕ & ɖʐ,20,NA,0,NA,20,,1,normal usage of r,Historically_ the retroflex vowels evolved from plain vowels primarily under the influence of a following intervocalic retroflex plosive or nasal_ or Old Indo-Aryan (OIA) /r/ in its various phonetic forms. The consonants were eroded through lenition_ leaving retroflexion on the vowels. A retroflex flap [ɻ] is still preserved before /i/ in the Birir (Biriu) variety of Kalasha_ and sporadically in others.,i prefer to consider the phoneme as a tap than as a trill
NN,Kazakh,kaza1248,2020,voiced dental trill & voiceless uvular fricative & voiced uvular fricative,r̪ ɾ χ ʀ ʁ,Orthographic version & Phonemic transcription & Phonetic transcription,both,,,r̪ & χ & ʁ,6,15,9,0,15,the r has the dental diacritic,NA,cyrilic writting and no transliteration,As with the uvular plosive_ the uvular fricative is subject to noticeable variation. On several occasions during elicitation the fricative was produced as a voiced uvular plosive_ as in [ʃɑpɑɴ-ɢɑ] ‘coat- DAT ’ and once as a uvular trill_ in [ʒoɫɑwʃə-ʀɑ] ‘traveler- DAT ’.  ,The trill may be reduced to a tap in connected speech_ as in /qɘr̪ɑn̪/ [qɘr̪ɑn̪] ‘hawk’ and /qʊr̪-ɑ-s̪əz̪-d̪ɑr̪=mɑ/ [qʊɾɑs̪əz̪d̪ɑr̪ma] ‘construct- NPST-2.FORM-PL=Q ’. In word-initial position_ /r̪/ is often preceded by a prothetic vowel_ like in /r̪i̯eŋk/ [ɪr̪i̯eŋk] 'color'. The palatal and labial-velar approximants are less common than other sonorants_ particularly in word-initial position.
NN,Kejom (Babanki),baba1266,2020,NA,no,Narrow phonetic transcription & Phonemic transcription,both,,,no,0,0,0,0,0,,NA,no orthography given ,Most speakers of Kejom also speak Cameroonian Pidgin English_ which is increasingly used in all domains_ even in the home (Akumbu & Wuchu 2015). Some speakers in Kejom Keku are also proficient in Kom_ a neighboring Central Ring language_ depending on their level of engagement with Kom speakers nearby; speakers located in Francophone areas of Cameroon may also speak French.,
NN,Scottish Gaelic,scot1245,2019,voiced tap/trill alveolar & voided tap/trill alveolar,ɾ ɾʲ,Phonemic transcription & Orthographic version,phonemic,,,ɾ & ɾʲ,NA,2,NA,23,25,,1,one and two r are possible,The rhotics also historically participated in the three-way distinction between velarised_ alveolar and palatalised phonemes (Borgstrøm 1940_ Oftedal 1956). Traditional descriptions indicate that the velarised rhotic is produced as a velarised trill (Borgstrøm 1940_ Oftedal 1956)_ but most speakers now produce the velarised/alveolar rhorics as taps or approximants_ and trills are very rare in contemporary production (Ó Dochartaigh 1997_ Nance et al. 2016). The palatalised rhotic is often produced as a dental fricative [ð] in Lewis and in other dialects. There is_ however_ substantial variation across dialects in the production of this sound_ with many dialects and individuals producing some kind of tap or fricated tap (Ó Dochartaigh 1997). We have represented the current two-way contrast as a distinction between /ɾ/ and /ɾʲ/ but it should be noted that there is substantial variation in the production of these sounds. , In word-initial position_ the palatalised variant is almost non-existent so the contrast is effectively neutralised. The preposition ri ‘to’ /ɾʲi/ is reported to use the palatalised variant_ but our speaker did not produce this rhotic substantially different to the rhotic in_ for example_ ràdh ‘saying’ /ɾaː/. In word-medial position_ there is a two-way contrast e.g. aran ‘bread’ /aɾan/_ aire ‘attention’ /aɾʲə/ (produced as [aðə]). In word-final position there is also a two-way contrast e.g. car ‘somewhat’ /kʰaɾ/_ air ‘on’ /ɛɾʲ/ (produced as [ɛð]). In the dialect presented here_ clusters with rhotics_ dental/alveolar stops_ laterals_ and nasals tend to be produced as retroflex_ and the rhotic as a retroflex approximant_ e.g. thuirt ‘said’ [hʉɽʈ]. In -rs clusters_ the rhotic and sibilant are often produced as retroflex_ e.g. carson ‘why’ [kʰaɽʂɔn]. In the vast majority of other Gaelic dialects_ an audible [ʃ] or [ʂ] occurs in -rt clusters_ e.g. thuirt ‘said’ [hʉɽʂʈ]; in some dialects this also occurs in -rd (Watson 1990).
NN,Shawi (Chayahuita),chay1248,2019,voiced alveolar tap,ɾ n,Phonemic (broad) transcription & Orthographic version,phonemic,,,ɾ,NA,1,NA,29,30,,1,normal usage of r,In Shawi there is only a single tap – the apical alveolar /ɾ/. As most consonant phonemes in the language_ it only occurs at the beginning of the syllable. /ɾ/ is neutralised in word-initial onsets and_ word-internally_ after a glottal stop. Once neutralisation takes place_ /ɾ/ is realised as [n]. Consequently_ the occurrence of [ɾ] as onset of the first syllable is almost inexistent. The Proto-Kawapanan phoneme */l/ became Shawi [n] in onset position at the beginning of words_ and [ɾ] in word-internal onsets (see Rojas-Berscia & Nikulin 2018).,r becoming n > interresting for the interpretation of SoundComparison ?
NN,Tongan,tong1325,2019,NA,no,Broad phonemic transcription & Phonetic transcription & Orthographic version,both,,,no,0,0,0,0,0,,0,,,
NN,The Xiangxiang dialect of Chinese,mand1415,2019,voiced alveolar approximant,ɹ̩,Phonemic version & Orthographic version,phonemic,,,ɹ,NA,0,NA,0,0,,NA,chinese writting so cannot say,The syllabic approximant /ɹ̩/ occurs after /ts tsʰ s dz tʃ tʃʰ ʃ dʒ/ and becomes homorganic with the preceding consonant. When following /ts tsʰ s dz/_ it is typically realized as a syllabic apical (or laminal) denti-alveolar approximant; when following /tʃ tʃʰ ʃ dʒ/_ it is a syllabic laminal post-alveolar approximant. In previous studies published by Chinese linguists in China_ these two syllabic allophones have often been transcribed as apical vowels [ɿ] and [ʅ]_ respectively. For instance_ words such as /dzɹ̩/ ‘porcelain’ and /dʒɹ̩/ ‘time’ were transcribed as [dzɿ] and [dʐʅ]_ respectively_ in S. Zeng (2001).,
NN,Punjabi (Lyallpuri variety),panj1256,2019,voiced labiodental approximant & voiced alveolar tap or flap & voiced alveolar retroflex tap or flap,ʋ ɾ ɻ,"Phonemic transcription & Orthographic version (Shahmukhi script)
",phonemic,,,ʋ & ɾ & ɻ,NA,0,NA,21,21,Did not count the two tap retroflex,NA,shahmulhi script so cannot say,Most loanwords are fully integrated into the native phonology but some recent English loanwords (related to science and technology) are yet to be adapted.,There is a four-way liquid contrast in Lyallpuri Punjabi: /ɾ/ - /l/ - /ɽ/ - /ɭ/. Rhotics are prototypically realized as taps in the speech of our consultant. /ɾ/ and /l/ can occur in all word positions_ but the retroflex tap /ɻ/ and lateral /ɭ/ contrast with alveolar /ɾ/ and /l/ only word-medially and word-finally.  Figure 5 illustrates the contrast between alveolar /ɾ/ and retroflex /ɻ/ taps. The retroflex tap /ɻ/ is characterized by earlier lowering of third and fourth formants into a shorter_ less attenuated interval of occlusion. Labial /ʋ/ and palatal /j/ approximants are contrastive word-initially and word-medially_ but not word-finally.
NN,Seenku,nort2820,2019,NA,ɾ r,Broad transcription & Narrow transcription,both,,,no,1,0,3,0,4,,NA,seenku has no orthogrpahy,In so-called ‘sesquisyllabic wordsˈ (discussed further below)_ the allophone [ɾ] is commonly attested in C2 position_ e.g. [kəɾȕ ] ‘hyenaˈ. 3 It is not clear whether this is an allophone of /d/ or /l/; the former never appears as such_ and the latter is restricted to appearing between labials and the vowels /e/ or /a/ on the surface. In related Dzù u ̀ ngoo (Solomiac 2014)_ [ɾ] is treated as an allophone of /d/_ occurring both intervocalically and at the beginning of many functional elements_ but in Seenku_ all liquid-initial functional elements begin with [l]. Given sporadic cases of free variation between [ɾ] and [l] (e.g. [ȁ kərá] ~ [ȁ kəlá] ‘its tail’)_ I will treat [ɾ] as an allophone of /l/_ though it would also be possible to analyze it as an allophone of /d/. Before a nasal vowel in a sesquisyllabic word_ [ɾ] is nasalized to [ɾ̃] _ as in [dəɾ̃ĩ̋]  ‘children’ (cf. [dəɾô(ŋ)] ‘childˈ). There appears to be a partial merger in this position with C2 /n/_ which likewise can be heard leniting to [ɾ̃]_ as in [fáná] ~ [fəɾ̃á] ‘also’ (loanword from Dioula fáná). Nevertheless_ this variation seems to be lexically-specific; the word for ‘womanˈ_ [məni̋] _ exceptionlessly contains [n]_ while intransitive ‘drink‘ is [məɾ̃ĩ̂]_ presumably from an underlying representation /mlĩ̂/ (cf. transitive [à mḭ̀] ‘drink it’)_ and another transitive– intransitive pair /ɟű/ ‘say (TRANS)’ (in the example phrase [ȁ d͡ ʒú ] ‘say it‘) vs. /ɟlúi̋/ ̋ [ɟəɾú̯i̋] ‘say (INTRANS)’).,might be a typo to have <r> in the transcription on the second line of narrow → after checking the audio_ no reason to think it’s a trill_ neither a tap… Don’t know what is it… 11.379 in the audio
NN,Cagliari Sardinian,meri1242,2019,voiced alveolar trill ( & voiced alveolar tap),r ɾ,"Phonemic transcription
& Phonetic transcription & Orthographic version",both,,,r &( ɾ),23,27,16,0,27,I count from the phonemic transcription where there are double rr i count them as two_ and there 16 taps (of which 12 are allophones of plosive),1,one and two r are possible,native speakers are very few in number_ not only among young people but also among the elderly population. This fact is strongly connected to the situation of language transmission_ which seems to be highly compromised_ because Cagliari Sardinian speakers have stopped speaking their native language with their children and Italian has become the main spoken lan- guage.,Intervocalic singleton /r/ is always realized as [ɾ]_ e.g. pira [ˈ piɾaˈˈ] ‘pear’. In all other con- texts it is realized as a trill [r]_ e.g. traballai [trabːalˈˈ lai] ‘to work’_ rispetu [risˈ petːu] ‘respect’. Therefore_ the alveolar tap [ɾ] is an allophone of /r/ (in word-medial intervocalic position) in all Campidanese varieties and in the Cagliari dialect it is also a sociophonetic variant of /t/ and /d/_ as mentioned before. Consequently_ a word like maridu [maˈ ɾiðu] ‘husband’ in the Cagliari dialect can be realized also as [maˈ ɾiɾu]_ with the first [ɾ] representing /r/ and the second_ /d/. \\ While in other Campidanese varieties /t/ and /d/ are produced as [ð]_ in intervocalic environments_ across word boundaries and within words respectively_ in the Cagliari dialect in these contexts_ they are more commonly realized as an alveolar tap [ɾ]. This sound represents a sociophonetic variant of both /t/ and /d/_ e.g. meda ‘much’ in Cagliari can be realized as [ˈ mɛda] or as [ˈ mɛɾa]; similarly_ su topi ‘the mouse’ can be pronounced as [suˈ ðɔpi] or [suˈ ɾɔpi]. The alternation of these two variants_ [ð] and [ɾ]_ depends on factors such as social class and communicative style. The stigmatized variant is the alveolar tap [ɾ]_ while the fricative variant [ð] is perceived as the standard variant.
NN,Upper-Chambira Urarina,urar1246,2019,NA,ɹ̺,Phonetic transcription & Phonemic transcription,both,,,no,0,0,0,0,0,one reviewer suggested they shound consider the apico alveolar d as a rhotic /r/,NA,no orthography given ,A reviewer suggested a number of ideas worth considering in order to make the Urarina consonantal inventory more symmetrical. Synchronically_ the reviewer’s main idea is (i) to reanalyze /d̺/ as a rhotic at the phonological level_ (ii) to reinterpret /ɸʷ/ as a bilabial approximant_ and (iii) to treat /ʃ/ not as a phonemic unit but as the result of a post-lexical phenomenon of palatalization affecting /s/. Diachronically_ the reviewer also suggests that the origin of /dʒ/ might have been a former palatal approximant */j/. These changes will yield a more symmetric consonantal inventory: /t k b d m n s *j w l r/. The reviewer also made a similar proposal to reinterpret the unrounded high back vowel /ɯ/ as being /u/ phonologically. They are certainly ideas worth considering but_ in order to support them_ it would be necessary to find phonetic_ phonological and historical evidence that we have not found in our data. An alternative would be to develop a more abstract phonological analysis that could accommodate the reviewer’s proposals. However_ this will have to be left for future research since it is outside the scope of this article. \\ If we analyse the [d] apical as a rhotic… Then I’m lost. But it could mean that plosives can emerge from tap. Not really stupid to say there is an allophonic connexion between tap and alveolar voiced plosive (interresting what the author says page 10 about the not possibility of the [d] to be in fact a tap or a trill.,Both the voiced apical-dental plosive /d̪/ and the voiced apical-alveolar plosive /d̺/ are usually realized with a voiced closure phase that lasts between 60 ms and 100 ms followed by a burst word-initially and intervocalically. This type of duration is evidence that /d̪/ is neither a tap nor a flap consonant. A closure phase that long cannot be maintained during the articulation of a tap or flap. \\ The apical-alveolar /d̺/ has an approximant allophone_ [ɹ̺]. Its distribution is restricted to intervocalic environments. It never occurs in syllables associated with a high pitch_ and it freely alternates with [d̺] in syllables that do not have a high pitch. The spectrogram in Figure 14 shows the realization of [had̺eː] ‘chapo’ (type of drink) in which /d̺/ is realized as an apical-alveolar [d̺] _ and the spectrogram in Figure 15 shows [eɹ̺enẽ] ‘oil’_ where /d̺/ occurs as an approximant_ [ɹ̺] .
NN,Khuzestani Arabic,gulf1241,2019,voiced alveolar tap  & voiced alveolar tap & voiced uvular fricative (ʁ),ɾ ʁ ,Transcription & Orthographic version,unknown,no,,ɾ & ɾˤ & χ,0,NA,18,NA,18,in the word list there is a phonemic /r/ while it should be a tap,NA,Arabic writting so cannot say,error in one word puupy it is a phonemic tap and not phonemic trill,
